locus_tag	product	protein_id	go_function	go_process	go_component	gene	GOs	Description	KEGG_ko	KEGG_Module	BRITE	KEGG_TC	CAZy	PFAMs
NCS66_RS23105	LacI family DNA-binding transcriptional regulator	WP_174447738.1					-	LacI family transcriptional regulator	ko:K02529	-	ko00000,ko03000	-	-	LacI,Peripla_BP_4
NCS66_RS23130	benzoylformate decarboxylase	WP_034472421.1	thiamine pyrophosphate binding|0030976||IEA			mdlC	-	Belongs to the TPP enzyme family	ko:K01576	-	ko00000,ko00001,ko01000	-	-	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
NCS66_RS23135	LysR family transcriptional regulator	WP_250480861.1	DNA-binding transcription activator activity|0001216||IEA				-	Transcriptional regulator	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS23170	nitronate monooxygenase	WP_034472418.1	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases)|0016703||IEA				GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0055114	2-Nitropropane dioxygenase	ko:K00459	-	ko00000,ko00001,ko01000	-	-	NMO
NCS66_RS23185	LysR family transcriptional regulator	WP_008348968.1	DNA-binding transcription activator activity|0001216||IEA				-	Transcriptional regulator	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS23190	DUF4148 domain-containing protein	WP_033536520.1					-	Domain of unknown function (DUF4148)	-	-	-	-	-	DUF4148
NCS66_RS23195	FAD-dependent oxidoreductase	WP_174447737.1	oxidoreductase activity|0016491||IEA				-	Oxidoreductase	ko:K03885	-	ko00000,ko00001,ko01000	-	-	Pyr_redox_2
NCS66_RS23205	hypothetical protein	WP_008348978.1					-	-	-	-	-	-	-	-
NCS66_RS23210	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	WP_008348980.1	serine-type D-Ala-D-Ala carboxypeptidase activity|0009002||IEA	peptidoglycan biosynthetic process|0009252||IEA		dacB	-	peptidase S13 D-Ala-D-Ala carboxypeptidase C	ko:K07259	-	ko00000,ko00001,ko01000,ko01002,ko01011	-	-	Peptidase_S13
NCS66_RS23215	alpha/beta hydrolase	WP_008348981.1	hydrolase activity|0016787||IEA				-	Alpha beta hydrolase	-	-	-	-	-	Abhydrolase_1,Abhydrolase_6
NCS66_RS23220	LysR substrate-binding domain-containing protein	WP_250480864.1					-	Transcriptional regulator, LysR family	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS23225	phytoene/squalene synthase family protein	WP_008348985.1	metal ion binding|0046872||IEA	isoprenoid biosynthetic process|0008299||IEA			-	Squalene phytoene synthase	ko:K00801	-	ko00000,ko00001,ko01000,ko01006	-	-	SQS_PSY
NCS66_RS23230	DUF899 family protein	WP_008348988.1					-	Bacterial protein of unknown function (DUF899)	-	-	-	-	-	DUF899
NCS66_RS23240	response regulator	WP_008348992.1		phosphorelay signal transduction system|0000160||IEA			-	Response regulator receiver domain	-	-	-	-	-	Response_reg
NCS66_RS23270	acyl-CoA dehydrogenase family protein	WP_008349004.1	flavin adenine dinucleotide binding|0050660||IEA				-	Acyl-CoA dehydrogenase, C-terminal domain	-	-	-	-	-	Acyl-CoA_dh_2,Acyl-CoA_dh_N
NCS66_RS23295	ATPase	WP_008349013.1					-	Zinc-dependent metalloprotease	-	-	-	-	-	-
NCS66_RS23300	transglutaminase family protein	WP_008349015.1					-	Transglutaminase/protease-like homologues	-	-	-	-	-	Bact_transglu_N,Transglut_core
NCS66_RS23310	hypothetical protein	WP_008349017.1					-	Cupin 2, conserved barrel domain protein	-	-	-	-	-	-
NCS66_RS23315	glutathione S-transferase family protein	WP_008349018.1					-	Glutathione S-transferase N-terminal domain	-	-	-	-	-	GST_C_6,GST_N_4
NCS66_RS23335	hypothetical protein	WP_008349022.1					-	-	-	-	-	-	-	-
NCS66_RS23340	flagellar brake protein	WP_008349023.1					-	Acts as a flagellar brake, regulating swimming and swarming in a bis-(3'-5') cyclic diguanylic acid (c-di-GMP)- dependent manner. Binds 1 c-di-GMP dimer per subunit. Increasing levels of c-di-GMP lead to decreased motility	-	-	-	-	-	PilZ,YcgR
NCS66_RS23345	hypothetical protein	WP_008349024.1					-	-	-	-	-	-	-	-
NCS66_RS23350	alpha/beta fold hydrolase	WP_033536494.1					-	helix_turn_helix, Lux Regulon	-	-	-	-	-	Abhydrolase_1,GerE
NCS66_RS23355	hypothetical protein	WP_008349027.1					-	galactosyl transferase GMA12/MNN10 family	-	-	-	-	-	Glyco_transf_34
NCS66_RS23360	TetR/AcrR family transcriptional regulator	WP_008349029.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	PFAM regulatory protein TetR	-	-	-	-	-	TetR_N
NCS66_RS23365	hypothetical protein	WP_008349031.1					-	-	-	-	-	-	-	-
NCS66_RS23370	hypothetical protein	WP_008349032.1					-	-	-	-	-	-	-	-
NCS66_RS23375	acyclic terpene utilization AtuA family protein	WP_008349035.1					-	Acyclic terpene utilisation family protein AtuA	-	-	-	-	-	AtuA
NCS66_RS23385	LysR family transcriptional regulator	WP_250480866.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA	cytosol|0005829||IEA		-	LysR substrate binding domain	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS23395	hypothetical protein	WP_008349044.1					-	-	-	-	-	-	-	-
NCS66_RS23400	hypothetical protein	WP_235366259.1					-	-	-	-	-	-	-	-
NCS66_RS23405	periplasmic nitrate reductase, NapE protein	WP_008349047.1	nitrate reductase activity|0008940||IEA	nitrate metabolic process|0042126||IEA	nitrate reductase complex|0009325||IEA	napE	-	Nitrate reductase	ko:K02571	-	ko00000	-	-	NapE
NCS66_RS23410	chaperone NapD	WP_008349049.1					-	NapD protein	ko:K02570	-	ko00000	-	-	NapD
NCS66_RS23420	nitrate reductase cytochrome c-type subunit	WP_008349053.1					-	Electron transfer subunit of the periplasmic nitrate reductase complex NapAB	ko:K02568	M00529,M00530	ko00000,ko00001,ko00002	-	-	NapB
NCS66_RS23460	cytochrome c-type biogenesis protein	WP_008349071.1					-	subunit of a heme lyase	ko:K02200	-	ko00000	-	-	CcmH,TPR_16
NCS66_RS23465	hypothetical protein	WP_241484869.1					-	Cytochrome c-type biogenesis protein	ko:K02200	-	ko00000	-	-	TPR_16,TPR_2
NCS66_RS23470	hypothetical protein	WP_241484868.1					-	Cytochrome c-type biogenesis protein	ko:K02200	-	ko00000	-	-	TPR_16,TPR_2
NCS66_RS23475	DUF3079 domain-containing protein	WP_008349074.1					-	Protein of unknown function (DUF3079)	-	-	-	-	-	DUF3079
NCS66_RS23480	nitronate monooxygenase family protein	WP_008349076.1	monooxygenase activity|0004497||IEA				-	2-Nitropropane dioxygenase	ko:K00459	-	ko00000,ko00001,ko01000	-	-	NMO
NCS66_RS23490	type IV pili methyl-accepting chemotaxis transducer N-terminal domain-containing protein	WP_250480868.1					-	Histidine kinase	ko:K07673	M00471	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	GAF,GAF_2,HAMP,HATPase_c,HisKA_3,PilJ
NCS66_RS23535	septal ring lytic transglycosylase RlpA family protein	WP_144403723.1					-	Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides	ko:K03642	-	ko00000	-	-	DPBB_1
NCS66_RS23565	2,4'-dihydroxyacetophenone dioxygenase family protein	WP_008349107.1					-	PFAM Cupin 2 conserved barrel domain protein	ko:K05913	-	ko00000,ko00001,ko01000	-	-	Cupin_7
NCS66_RS23580	IclR family transcriptional regulator	WP_250480869.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Transcriptional regulator	ko:K19333	-	ko00000,ko03000	-	-	HTH_IclR,IclR
NCS66_RS23585	AarF/UbiB family protein	WP_008349113.1					-	Is probably a protein kinase regulator of UbiI activity which is involved in aerobic coenzyme Q (ubiquinone) biosynthesis	-	-	-	-	-	ABC1
NCS66_RS23590	serine hydrolase	WP_008349115.1	hydrolase activity|0016787||IEA				-	Beta-lactamase	-	-	-	-	-	Beta-lactamase
NCS66_RS23595	hypothetical protein	WP_008349118.1					-	-	-	-	-	-	-	-
NCS66_RS23600	response regulator	WP_008349120.1		phosphorelay signal transduction system|0000160||IEA			-	Response regulator, receiver	-	-	-	-	-	GAF,HATPase_c,HisKA,PAS_4,PAS_9,Response_reg
NCS66_RS23605	hypothetical protein	WP_008349122.1					-	-	-	-	-	-	-	-
NCS66_RS23610	efflux transporter outer membrane subunit	WP_008349123.1	porin activity|0015288||IEA	transport|0006810||IEA	cell outer membrane|0009279||IEA		-	TIGRFAM RND efflux system, outer membrane lipoprotein, NodT family	-	-	-	-	-	OEP
NCS66_RS23625	universal stress protein	WP_008349129.1					-	Universal stress protein family	-	-	-	-	-	Usp
NCS66_RS23630	IclR family transcriptional regulator	WP_008349131.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Bacterial transcriptional regulator	-	-	-	-	-	HTH_IclR,IclR
NCS66_RS23635	fumarylacetoacetate hydrolase family protein	WP_008349133.1					-	fumarylacetoacetate (FAA) hydrolase	-	-	-	-	-	FAA_hydrolase
NCS66_RS23650	ROK family transcriptional regulator	WP_033536489.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	PFAM ROK family protein	-	-	-	-	-	HTH_27,MarR_2,ROK
NCS66_RS23670	hypothetical protein	WP_008349140.1					-	PFAM SMP-30 Gluconolaconase	-	-	-	-	-	-
NCS66_RS23675	MFS transporter	WP_033536488.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA	membrane|0016020||IEA		-	PFAM major facilitator superfamily MFS_1	-	-	-	-	-	MFS_1
NCS66_RS23680	alpha/beta hydrolase	WP_008349142.1	hydrolase activity|0016787||IEA				-	PFAM alpha beta hydrolase fold	ko:K00433	-	ko00000,ko01000	-	-	Abhydrolase_1,Hydrolase_4
NCS66_RS23685	molybdopterin-dependent oxidoreductase	WP_008349143.1					-	Oxidoreductase molybdopterin binding domain	-	-	-	-	-	Oxidored_molyb
NCS66_RS23690	filamentous hemagglutinin N-terminal domain-containing protein	WP_051996546.1					-	TIGRFAM filamentous haemagglutinin family outer membrane protein	ko:K15125	-	ko00000,ko00001,ko00536	-	-	ESPR,Fil_haemagg,Fil_haemagg_2,Haemagg_act
NCS66_RS23695	hypothetical protein	WP_160172902.1					-	TIGRFAM filamentous haemagglutinin family outer membrane protein	ko:K15125	-	ko00000,ko00001,ko00536	-	-	ESPR,Fil_haemagg,Fil_haemagg_2,Haemagg_act
NCS66_RS23700	Imm45 family immunity protein	WP_034472387.1				imm45	-	Immunity protein 45	-	-	-	-	-	Imm45
NCS66_RS23705	hypothetical protein	WP_250480870.1					-	TIGRFAM filamentous haemagglutinin family outer membrane protein	ko:K15125	-	ko00000,ko00001,ko00536	-	-	ESPR,Fil_haemagg,Fil_haemagg_2,Haemagg_act
NCS66_RS23710	hypothetical protein	WP_152563218.1					-	TIGRFAM filamentous haemagglutinin family outer membrane protein	ko:K15125	-	ko00000,ko00001,ko00536	-	-	ESPR,Fil_haemagg,Fil_haemagg_2,Haemagg_act
NCS66_RS34390	hypothetical protein	WP_160172901.1					-	Hemolysin activator HlyB domain protein	ko:K07326	-	ko00000,ko00001	-	-	POTRA_2,POTRA_3,ShlB
NCS66_RS23715	LysR family transcriptional regulator	WP_008349149.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Bacterial regulatory helix-turn-helix protein, lysR family	ko:K02019	-	ko00000,ko03000	-	-	HTH_1
NCS66_RS23720	DUF2325 domain-containing protein	WP_008349150.1					-	Uncharacterized protein conserved in bacteria (DUF2325)	-	-	-	-	-	DUF2325
NCS66_RS23730	response regulator	WP_008349152.1		phosphorelay signal transduction system|0000160||IEA			-	GAF domain	-	-	-	-	-	CHASE3,GAF_2,HATPase_c,HisKA,Response_reg
NCS66_RS23740	hypothetical protein	WP_033536506.1					-	-	-	-	-	-	-	-
NCS66_RS23745	TetR/AcrR family transcriptional regulator	WP_008349155.1	DNA binding|0003677||IEA	regulation of DNA-templated transcription|0006355||IEA			-	PFAM regulatory protein TetR	-	-	-	-	-	TetR_N
NCS66_RS23750	trypsin-like serine protease	WP_063828781.1	serine-type endopeptidase activity|0004252||IEA	proteolysis|0006508||IEA			-	Trypsin-like serine protease	-	-	-	-	-	Trypsin
NCS66_RS23770	CBS domain-containing protein	WP_033536504.1					-	PFAM CBS domain containing protein	-	-	-	-	-	BON,CBS
NCS66_RS23775	hypothetical protein	WP_008349163.1					-	Hemerythrin HHE cation binding domain	-	-	-	-	-	Hemerythrin
NCS66_RS23780	glycosyl hydrolase	WP_008349164.1	hydrolase activity, acting on glycosyl bonds|0016798||IEA				-	6-phospho-beta-galactosidase activity	-	-	-	-	-	-
NCS66_RS23785	oxidoreductase FAD/NAD(P)-binding domain-containing protein	WP_008349165.1					-	nitric oxide dioxygenase activity	ko:K21405	-	ko00000,ko03000	-	-	FAD_binding_6,Fer2,HTH_8,NAD_binding_1,PAS_8,Sigma54_activat
NCS66_RS23790	HAD family phosphatase	WP_008349166.1	metal ion binding|0046872||IEA				-	Haloacid dehalogenase-like hydrolase	-	-	-	-	-	HAD_2
NCS66_RS23820	hypothetical protein	WP_008349173.1					-	-	-	-	-	-	-	-
NCS66_RS23825	hypothetical protein	WP_008349174.1					-	-	-	-	-	-	-	-
NCS66_RS23840	cytochrome P450/oxidoreductase	WP_034474604.1					-	Belongs to the cytochrome P450 family	-	-	-	-	-	FAD_binding_6,Fer2,NAD_binding_1,p450
NCS66_RS23845	autotransporter outer membrane beta-barrel domain-containing protein	WP_250480872.1	autotransporter activity|0015474||IEA	protein secretion by the type V secretion system|0046819||IEA	cell outer membrane|0009279||IEA		-	Autotransporter beta-domain	-	-	-	-	-	Autotransporter,PATR
NCS66_RS23850	alpha/beta fold hydrolase	WP_008347128.1					-	Carboxymethylenebutenolidase	ko:K01061	-	ko00000,ko00001,ko01000	-	-	DLH,SnoaL
NCS66_RS23860	site-specific integrase	WP_250480874.1					-	Belongs to the 'phage' integrase family	-	-	-	-	-	DUF3701,Phage_integrase
NCS66_RS23865	AAA family ATPase	WP_008347131.1					-	Cobyrinic acid ac-diamide synthase	ko:K03496	-	ko00000,ko03036,ko04812	-	-	AAA_31
NCS66_RS23870	ParB/RepB/Spo0J family partition protein	WP_250480873.1	DNA binding|0003677||IEA	chromosome segregation|0007059||IEA			-	Belongs to the ParB family	ko:K03497	-	ko00000,ko03000,ko03036,ko04812	-	-	ParBc
NCS66_RS23875	replication protein O	WP_235366165.1					-	Replication protein	-	-	-	-	-	-
NCS66_RS23885	hypothetical protein	WP_033535867.1					-	-	-	-	-	-	-	-
NCS66_RS23890	methyl-accepting chemotaxis protein	WP_034472223.1		signal transduction|0007165||IEA	membrane|0016020||IEA		-	chemotaxis protein	ko:K03406,ko:K05874	-	ko00000,ko00001,ko02035	-	-	4HB_MCP_1,HAMP,MCPsignal,TarH,sCache_2
NCS66_RS23900	hypothetical protein	WP_008347146.1					-	-	-	-	-	-	-	-
NCS66_RS23905	SDR family oxidoreductase	WP_008347148.1	oxidoreductase activity|0016491||IEA				-	Belongs to the short-chain dehydrogenases reductases (SDR) family	-	-	-	-	-	adh_short
NCS66_RS23910	hypothetical protein	WP_008347150.1					-	-	-	-	-	-	-	-
NCS66_RS23915	sigma-54-dependent Fis family transcriptional regulator	WP_250480875.1					-	PFAM sigma-54 factor interaction domain-containing protein	ko:K21405	-	ko00000,ko03000	-	-	GAF,HTH_8,Sigma54_activat
NCS66_RS23930	alpha-ketoacid dehydrogenase subunit beta	WP_008347157.1	oxidoreductase activity|0016491||IEA				-	PFAM Transketolase central region	ko:K21417	-	ko00000,ko01000	-	-	Transket_pyr,Transketolase_C
NCS66_RS23940	hypothetical protein	WP_008347161.1					-	lipoate-protein ligase A	-	-	-	-	-	BPL_LplA_LipB
NCS66_RS23945	hypothetical protein	WP_008347163.1					-	-	-	-	-	-	-	-
NCS66_RS23950	YMGG-like glycine zipper-containing protein	WP_033535907.1					-	Glycine-zipper domain	-	-	-	-	-	Gly-zipper_OmpA,Gly-zipper_YMGG
NCS66_RS23955	hypothetical protein	WP_033535906.1					-	-	-	-	-	-	-	-
NCS66_RS23960	DeoR/GlpR family DNA-binding transcription regulator	WP_008347169.1	DNA-binding transcription factor activity|0003700||IEA				-	regulatory protein, DeoR	ko:K02081	-	ko00000,ko03000	-	-	DeoRC,HTH_DeoR
NCS66_RS23990	glutathione S-transferase family protein	WP_008347180.1	protein binding|0005515||IEA	glutathione metabolic process|0006749||IEA			-	Glutathione S-transferase	-	-	-	-	-	GST_C,GST_C_3,GST_N,GST_N_3
NCS66_RS23995	hypothetical protein	WP_008347182.1					-	-	-	-	-	-	-	-
NCS66_RS24000	PDDEXK nuclease domain-containing protein	WP_008347183.1					-	Protein of unknown function (DUF1016)	-	-	-	-	-	DUF1016
NCS66_RS24005	cytochrome c	WP_008347185.1					-	Pfam cytochrome c	-	-	-	-	-	Cytochrom_C,Cytochrome_CBB3
NCS66_RS24010	PQQ-dependent sugar dehydrogenase	WP_034472221.1					-	sorbosone dehydrogenase	-	-	-	-	-	GSDH,SGL
NCS66_RS24015	hypothetical protein	WP_008347188.1					-	-	-	-	-	-	-	-
NCS66_RS24025	polysaccharide pyruvyl transferase family protein	WP_008347193.1					-	Polysaccharide pyruvyl transferase	-	-	-	-	-	PS_pyruv_trans
NCS66_RS24030	potassium channel family protein	WP_008347195.1	potassium channel activity|0005267||IEA	monoatomic ion transmembrane transport|0034220||IEA			-	Ion channel	-	-	-	-	-	Ion_trans_2
NCS66_RS24035	SDR family NAD(P)-dependent oxidoreductase	WP_008347197.1					-	Belongs to the short-chain dehydrogenases reductases (SDR) family	-	-	-	-	-	adh_short
NCS66_RS24040	sensor domain-containing diguanylate cyclase	WP_008347198.1	diguanylate cyclase activity|0052621||IEA	signal transduction|0007165||IEA			-	Diguanylate cyclase	-	-	-	-	-	GGDEF,MASE1,PAS_3,PAS_4
NCS66_RS24045	cyclopropane-fatty-acyl-phospholipid synthase family protein	WP_008347200.1	S-adenosyl-L-methionine binding|1904047||IEA				-	cyclopropane-fatty-acyl-phospholipid synthase	ko:K00574	-	ko00000,ko01000	-	-	CMAS
NCS66_RS24050	DUF1365 domain-containing protein	WP_008347202.1					-	Protein of unknown function (DUF1365)	ko:K09701	-	ko00000	-	-	DUF1365
NCS66_RS24055	FAD-dependent oxidoreductase	WP_008347203.1	oxidoreductase activity|0016491||IEA				-	Flavin containing amine oxidoreductase	ko:K06954	-	ko00000	-	-	Amino_oxidase,NAD_binding_8
NCS66_RS24060	lipocalin family protein	WP_034472220.1					-	Lipocalin-like domain	ko:K03098	-	ko00000,ko04147	-	-	Lipocalin_2
NCS66_RS24065	cyclopropane-fatty-acyl-phospholipid synthase family protein	WP_008347208.1	S-adenosyl-L-methionine binding|1904047||IEA				-	cyclopropane-fatty-acyl-phospholipid synthase	ko:K00574	-	ko00000,ko01000	-	-	CMAS
NCS66_RS24070	DUF1295 domain-containing protein	WP_034472218.1					-	3-oxo-5-alpha-steroid 4-dehydrogenase	-	-	-	-	-	DUF1295
NCS66_RS24075	anti-sigma factor	WP_008347214.1			membrane|0016020||IEA		-	Anti-sigma-K factor rskA	-	-	-	-	-	RskA
NCS66_RS24080	sigma-70 family RNA polymerase sigma factor	WP_008347216.1	sigma factor activity|0016987||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Belongs to the sigma-70 factor family. ECF subfamily	ko:K03088	-	ko00000,ko03021	-	-	Sigma70_r2,Sigma70_r4,Sigma70_r4_2
NCS66_RS24085	SET domain-containing protein	WP_008347218.1	S-adenosyl-L-methionine binding|1904047||IEA				-	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain	ko:K07117	-	ko00000	-	-	SET
NCS66_RS24100	hypothetical protein	WP_008347227.1					-	-	-	-	-	-	-	-
NCS66_RS24105	FAD-binding oxidoreductase	WP_008347229.1	flavin adenine dinucleotide binding|0050660||IEA				-	PFAM FAD linked oxidase domain protein	-	-	-	-	-	FAD-oxidase_C,FAD_binding_4
NCS66_RS24110	DMT family transporter	WP_008347231.1	transporter activity|0005215||IEA	transmembrane transport|0055085||IEA			-	EamA-like transporter family	-	-	-	-	-	EamA
NCS66_RS24115	hypothetical protein	WP_008347233.1					-	-	-	-	-	-	-	-
NCS66_RS24120	cupin domain-containing protein	WP_008347234.1					-	Cupin domain	-	-	-	-	-	Cupin_2
NCS66_RS24125	LysR family transcriptional regulator	WP_008347237.1					-	Transcriptional regulator	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS24135	CaiB/BaiF CoA-transferase family protein	WP_008347241.1					-	L-carnitine dehydratase bile acid-inducible protein F	ko:K07749	-	ko00000,ko01000	-	-	CoA_transf_3
NCS66_RS24145	hypothetical protein	WP_008347245.1					-	-	-	-	-	-	-	-
NCS66_RS24150	hypothetical protein	WP_008347246.1					-	-	-	-	-	-	-	-
NCS66_RS24155	hypothetical protein	WP_075583514.1					-	-	-	-	-	-	-	-
NCS66_RS24160	porin	WP_008347250.1	porin activity|0015288||IEA		cell outer membrane|0009279||IEA		-	PFAM porin Gram-negative type	-	-	-	-	-	Porin_4
NCS66_RS24165	ATP-binding protein	WP_008347252.1					-	PAS fold	-	-	-	-	-	GAF,HATPase_c,HisKA,PAS_2,PHY
NCS66_RS24170	ShlB/FhaC/HecB family hemolysin secretion/activation protein	WP_008347254.1					-	Haemolysin secretion/activation protein ShlB/FhaC/HecB	-	-	-	-	-	POTRA_2,ShlB
NCS66_RS24175	filamentous hemagglutinin N-terminal domain-containing protein	WP_250480877.1					-	TIGRFAM filamentous haemagglutinin family outer membrane protein	-	-	-	-	-	Glug,Haemagg_act
