#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
lcl|NZ_CP084250.1_cds_WP_248320603.1_2360,1071679.BG57_13450,1.7e-299,819.0,"COG0141@1|root,COG0141@2|Bacteria,1MUUF@1224|Proteobacteria,2VJ7K@28216|Betaproteobacteria,1JZTN@119060|Burkholderiaceae",28216|Betaproteobacteria,E,Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine,hisD,"GO:0000105,GO:0003674,GO:0003824,GO:0004399,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006547,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0018130,GO:0019438,GO:0019752,GO:0030145,GO:0034641,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046872,GO:0046914,GO:0052803,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",1.1.1.23,ko:K00013,"ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230",M00026,"R01158,R01163,R03012","RC00099,RC00242,RC00463","ko00000,ko00001,ko00002,ko01000",-,-,-,Histidinol_dh
lcl|NZ_CP084250.1_cds_WP_175946518.1_2361,1071679.BG57_13445,6.74e-148,418.0,"COG0040@1|root,COG0040@2|Bacteria,1MUCY@1224|Proteobacteria,2VIF9@28216|Betaproteobacteria,1K2AQ@119060|Burkholderiaceae",28216|Betaproteobacteria,F,Catalyzes the condensation of ATP and 5-phosphoribose 1- diphosphate to form N'-(5'-phosphoribosyl)-ATP (PR-ATP). Has a crucial role in the pathway because the rate of histidine biosynthesis seems to be controlled primarily by regulation of HisG enzymatic activity,hisG,-,2.4.2.17,ko:K00765,"ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230",M00026,R01071,"RC02819,RC03200","ko00000,ko00001,ko00002,ko01000",-,-,-,HisG
lcl|NZ_CP084250.1_cds_WP_248320604.1_2362,1071679.BG57_13440,2.24e-281,773.0,"COG0766@1|root,COG0766@2|Bacteria,1MUH7@1224|Proteobacteria,2VHZN@28216|Betaproteobacteria,1K26U@119060|Burkholderiaceae",28216|Betaproteobacteria,M,Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine,murA,-,2.5.1.7,ko:K00790,"ko00520,ko00550,ko01100,map00520,map00550,map01100",-,R00660,RC00350,"ko00000,ko00001,ko01000,ko01011",-,-,-,EPSP_synthase
lcl|NZ_CP084250.1_cds_WP_035506651.1_2363,1458357.BG58_23985,1.54e-51,162.0,"COG5007@1|root,COG5007@2|Bacteria,1MZCZ@1224|Proteobacteria,2VU0K@28216|Betaproteobacteria,1K9F0@119060|Burkholderiaceae",28216|Betaproteobacteria,K,Belongs to the BolA IbaG family,yrbA,-,-,-,-,-,-,-,-,-,-,-,BolA
lcl|NZ_CP084250.1_cds_WP_244847352.1_2364,1458357.BG58_23990,1.8e-167,469.0,"COG0842@1|root,COG0842@2|Bacteria,1MUH1@1224|Proteobacteria,2VH42@28216|Betaproteobacteria,1JZYY@119060|Burkholderiaceae",28216|Betaproteobacteria,V,Transport permease protein,yadH,-,-,ko:K01992,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC2_membrane
lcl|NZ_CP084250.1_cds_WP_175946512.1_2365,1071679.BG57_13425,3.71e-209,579.0,"COG1131@1|root,COG1131@2|Bacteria,1MUW7@1224|Proteobacteria,2VI81@28216|Betaproteobacteria,1JZUI@119060|Burkholderiaceae",28216|Betaproteobacteria,V,ABC transporter,ybhF_1,-,-,ko:K01990,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC_tran
lcl|NZ_CP084250.1_cds_WP_175946510.1_2366,1071679.BG57_13420,4.14e-52,165.0,"COG3113@1|root,COG3113@2|Bacteria,1NGIE@1224|Proteobacteria,2VXUB@28216|Betaproteobacteria,1K9F1@119060|Burkholderiaceae",28216|Betaproteobacteria,S,STAS domain,-,-,-,ko:K07122,"ko02010,map02010",M00210,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.27.3,-,-,STAS_2
lcl|NZ_CP084250.1_cds_WP_175946508.1_2367,1071679.BG57_13415,1.97e-137,390.0,"COG2854@1|root,COG2854@2|Bacteria,1NKFA@1224|Proteobacteria,2VR85@28216|Betaproteobacteria,1KH4J@119060|Burkholderiaceae",28216|Betaproteobacteria,Q,toluene tolerance,ttg2D,-,-,ko:K07323,"ko02010,map02010",M00210,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.27.3,-,-,MlaC
lcl|NZ_CP084250.1_cds_WP_248320605.1_2368,1071679.BG57_13410,1.18e-174,493.0,"COG2853@1|root,COG2853@2|Bacteria,1MVX0@1224|Proteobacteria,2VQ97@28216|Betaproteobacteria,1K1I1@119060|Burkholderiaceae",28216|Betaproteobacteria,M,PFAM VacJ family lipoprotein,vacJ,-,-,ko:K04754,-,-,-,-,ko00000,-,-,-,MlaA
lcl|NZ_CP084250.1_cds_WP_244847355.1_2369,1071679.BG57_13405,1.75e-103,303.0,"COG1463@1|root,COG1463@2|Bacteria,1NCUG@1224|Proteobacteria,2VRKR@28216|Betaproteobacteria,1K3MD@119060|Burkholderiaceae",28216|Betaproteobacteria,Q,PFAM Mammalian cell entry related domain protein,mlaD,-,-,ko:K02067,"ko02010,map02010","M00210,M00669,M00670",-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.27,-,-,MlaD
lcl|NZ_CP084250.1_cds_WP_248320606.1_2370,1071679.BG57_13400,2.09e-168,472.0,"COG0767@1|root,COG0767@2|Bacteria,1MVPN@1224|Proteobacteria,2VI5T@28216|Betaproteobacteria,1K22X@119060|Burkholderiaceae",28216|Betaproteobacteria,Q,ABC transporter permease,ttg2B,-,-,ko:K02066,"ko02010,map02010","M00210,M00669,M00670",-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.27,-,-,MlaE
lcl|NZ_CP084250.1_cds_WP_248320607.1_2371,1071679.BG57_13395,1.49e-185,516.0,"COG1127@1|root,COG1127@2|Bacteria,1MUSD@1224|Proteobacteria,2VJIA@28216|Betaproteobacteria,1K0GE@119060|Burkholderiaceae",28216|Betaproteobacteria,Q,abc transporter,ttg2A,-,-,ko:K02065,"ko02010,map02010","M00210,M00669,M00670",-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.27,-,-,ABC_tran
lcl|NZ_CP084250.1_cds_WP_248320608.1_2372,1071679.BG57_13390,6.78e-220,611.0,"COG0352@1|root,COG0352@2|Bacteria,1QTW3@1224|Proteobacteria,2VIYD@28216|Betaproteobacteria,1K3FY@119060|Burkholderiaceae",28216|Betaproteobacteria,H,Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP),thiE,-,2.5.1.3,ko:K00788,"ko00730,ko01100,map00730,map01100",M00127,"R03223,R10712","RC00224,RC03255,RC03397","ko00000,ko00001,ko00002,ko01000",-,-,-,TMP-TENI
lcl|NZ_CP084250.1_cds_WP_248320609.1_2373,1071679.BG57_13385,1.56e-188,524.0,"COG2022@1|root,COG2022@2|Bacteria,1N0N5@1224|Proteobacteria,2VJ8T@28216|Betaproteobacteria,1K2FD@119060|Burkholderiaceae",28216|Betaproteobacteria,H,"Catalyzes the rearrangement of 1-deoxy-D-xylulose 5- phosphate (DXP) to produce the thiazole phosphate moiety of thiamine. Sulfur is provided by the thiocarboxylate moiety of the carrier protein ThiS. In vitro, sulfur can be provided by H(2)S",thiG,-,2.8.1.10,ko:K03149,"ko00730,ko01100,map00730,map01100",-,R10247,"RC03096,RC03097,RC03461","ko00000,ko00001,ko01000",-,-,-,ThiG
lcl|NZ_CP084250.1_cds_WP_159837137.1_2374,1071679.BG57_13380,2.13e-36,123.0,"COG2104@1|root,COG2104@2|Bacteria,1N9DK@1224|Proteobacteria,2VW4G@28216|Betaproteobacteria,1KAAP@119060|Burkholderiaceae",28216|Betaproteobacteria,H,thiamine biosynthesis protein ThiS,thiS,-,-,ko:K03154,"ko04122,map04122",-,-,-,"ko00000,ko00001",-,-,-,ThiS
lcl|NZ_CP084250.1_cds_WP_248322350.1_2375,1071679.BG57_13375,2.61e-243,671.0,"COG0665@1|root,COG0665@2|Bacteria,1N1TN@1224|Proteobacteria,2VIIF@28216|Betaproteobacteria,1K0XR@119060|Burkholderiaceae",28216|Betaproteobacteria,E,PFAM FAD dependent oxidoreductase,thiO,-,1.4.3.19,ko:K03153,"ko00730,ko01100,map00730,map01100",-,R07463,RC01788,"ko00000,ko00001,ko01000",-,-,-,DAO
lcl|NZ_CP084250.1_cds_WP_248320610.1_2376,1071679.BG57_13370,0.0,1076.0,"COG4178@1|root,COG4178@2|Bacteria,1MW09@1224|Proteobacteria,2VIMQ@28216|Betaproteobacteria,1K023@119060|Burkholderiaceae",28216|Betaproteobacteria,S,abc transporter,-,-,-,ko:K02471,"ko02010,map02010",-,-,-,"ko00000,ko00001,ko02000","3.A.1.203.11,3.A.1.203.4",-,-,"ABC_membrane_2,ABC_tran"
lcl|NZ_CP084250.1_cds_WP_248320611.1_2377,391038.Bphy_2787,0.0,934.0,"COG0493@1|root,COG0493@2|Bacteria,1MU2H@1224|Proteobacteria,2VIHR@28216|Betaproteobacteria,1K273@119060|Burkholderiaceae",28216|Betaproteobacteria,C,glutamate synthase,gltD,-,"1.4.1.13,1.4.1.14",ko:K00266,"ko00250,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00910,map01100,map01110,map01120,map01130,map01230",-,"R00093,R00114,R00248","RC00006,RC00010,RC02799","ko00000,ko00001,ko01000",-,-,-,"Fer4_20,Pyr_redox_2"
lcl|NZ_CP084250.1_cds_WP_248320612.1_2378,1071679.BG57_13360,0.0,3035.0,"COG0067@1|root,COG0069@1|root,COG0070@1|root,COG0067@2|Bacteria,COG0069@2|Bacteria,COG0070@2|Bacteria,1MU7B@1224|Proteobacteria,2VHUY@28216|Betaproteobacteria,1K0VQ@119060|Burkholderiaceae",28216|Betaproteobacteria,E,glutamate synthase,gltB,-,"1.4.1.13,1.4.1.14,1.4.7.1","ko:K00265,ko:K00284","ko00250,ko00630,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00630,map00910,map01100,map01110,map01120,map01130,map01230",-,"R00021,R00093,R00114,R00248,R10086","RC00006,RC00010,RC02799","ko00000,ko00001,ko01000",-,-,-,"GATase_2,GXGXG,Glu_syn_central,Glu_synthase"
lcl|NZ_CP084250.1_cds_WP_248320613.1_2379,1458357.BG58_24085,1.27e-159,448.0,"COG1943@1|root,COG1943@2|Bacteria,1P19I@1224|Proteobacteria,2VKZ3@28216|Betaproteobacteria,1K04H@119060|Burkholderiaceae",28216|Betaproteobacteria,L,transposase,-,-,-,ko:K07491,-,-,-,-,ko00000,-,-,-,Y1_Tnp
lcl|NZ_CP084250.1_cds_WP_371747348.1_2380,1458357.BG58_24090,2.07e-152,430.0,"COG3047@1|root,COG3047@2|Bacteria,1RGHK@1224|Proteobacteria,2VR9Q@28216|Betaproteobacteria,1K1K3@119060|Burkholderiaceae",28216|Betaproteobacteria,M,OmpW family,ompW,-,-,ko:K07275,-,-,-,-,ko00000,-,-,-,OmpW
lcl|NZ_CP084250.1_cds_WP_248320614.1_2381,1071679.BG57_13345,1.48e-59,186.0,"COG4575@1|root,COG4575@2|Bacteria,1NGZU@1224|Proteobacteria,2W5PR@28216|Betaproteobacteria,1K8FG@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Bacterial protein of unknown function (DUF883),-,-,-,-,-,-,-,-,-,-,-,-,DUF883
lcl|NZ_CP084250.1_cds_WP_248320615.1_2382,1071679.BG57_13340,2.7e-159,448.0,"COG0584@1|root,COG0584@2|Bacteria,1MU8H@1224|Proteobacteria,2VKF6@28216|Betaproteobacteria,1K1M5@119060|Burkholderiaceae",28216|Betaproteobacteria,C,glycerophosphoryl diester phosphodiesterase,ugpQ,-,3.1.4.46,ko:K01126,"ko00564,map00564",-,"R01030,R01470","RC00017,RC00425","ko00000,ko00001,ko01000",-,-,-,GDPD
lcl|NZ_CP084250.1_cds_WP_248320616.1_2383,1071679.BG57_13335,4.8e-234,647.0,"COG3842@1|root,COG3842@2|Bacteria,1MU3I@1224|Proteobacteria,2VGZM@28216|Betaproteobacteria,1K28G@119060|Burkholderiaceae",28216|Betaproteobacteria,P,Part of the ABC transporter complex UgpABCE involved in sn-glycerol-3-phosphate import. Responsible for energy coupling to the transport system,ugpC,-,3.6.3.20,"ko:K05816,ko:K10111,ko:K10112","ko02010,map02010","M00194,M00196,M00197,M00198,M00200,M00201,M00204,M00206,M00207,M00491,M00602,M00605,M00606",-,-,"ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.1,3.A.1.1.3",-,-,"ABC_tran,TOBE_2"
lcl|NZ_CP084250.1_cds_WP_248320617.1_2384,1071679.BG57_13330,1.05e-190,530.0,"COG0395@1|root,COG0395@2|Bacteria,1MUWS@1224|Proteobacteria,2VICF@28216|Betaproteobacteria,1K0AM@119060|Burkholderiaceae",28216|Betaproteobacteria,P,probably responsible for the translocation of the substrate across the membrane,ugpE,-,-,ko:K05815,"ko02010,map02010",M00198,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.1.3,-,-,BPD_transp_1
lcl|NZ_CP084250.1_cds_WP_175946489.1_2385,1071679.BG57_13325,6.13e-201,557.0,"COG1175@1|root,COG1175@2|Bacteria,1MVAP@1224|Proteobacteria,2VH0I@28216|Betaproteobacteria,1K1RU@119060|Burkholderiaceae",28216|Betaproteobacteria,P,PFAM binding-protein-dependent transport systems inner membrane component,ugpA,-,-,ko:K05814,"ko02010,map02010",M00198,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.1.3,-,-,BPD_transp_1
lcl|NZ_CP084250.1_cds_WP_206467133.1_2386,1071679.BG57_13320,4.83e-311,848.0,"COG1653@1|root,COG1653@2|Bacteria,1MVMW@1224|Proteobacteria,2VH0F@28216|Betaproteobacteria,1K36P@119060|Burkholderiaceae",28216|Betaproteobacteria,G,PFAM extracellular solute-binding protein family 1,ugpB,-,-,ko:K05813,"ko02010,map02010",M00198,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.1.3,-,-,SBP_bac_8
lcl|NZ_CP084250.1_cds_WP_284506554.1_2387,1071679.BG57_13315,5.31e-264,726.0,"COG0232@1|root,COG0232@2|Bacteria,1MVQ2@1224|Proteobacteria,2VI7B@28216|Betaproteobacteria,1K15K@119060|Burkholderiaceae",28216|Betaproteobacteria,F,Belongs to the dGTPase family. Type 2 subfamily,dgt,-,3.1.5.1,ko:K01129,"ko00230,map00230",-,R01856,RC00017,"ko00000,ko00001,ko01000",-,-,-,"HD,HD_assoc"
lcl|NZ_CP084250.1_cds_WP_248320619.1_2388,1071679.BG57_13310,5.15e-243,669.0,"COG0337@1|root,COG0337@2|Bacteria,1MUBK@1224|Proteobacteria,2VHXR@28216|Betaproteobacteria,1K17C@119060|Burkholderiaceae",28216|Betaproteobacteria,E,Catalyzes the conversion of 3-deoxy-D-arabino- heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ),aroB,-,"2.7.1.71,4.2.3.4","ko:K01735,ko:K13829","ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",M00022,"R02412,R03083","RC00002,RC00078,RC00847","ko00000,ko00001,ko00002,ko01000",-,-,-,"DHQ_synthase,SKI"
lcl|NZ_CP084250.1_cds_WP_371747419.1_2389,1458357.BG58_24135,2.67e-111,321.0,"COG0703@1|root,COG0703@2|Bacteria,1MUFJ@1224|Proteobacteria,2VRDN@28216|Betaproteobacteria,1K1DP@119060|Burkholderiaceae",28216|Betaproteobacteria,F,Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate,aroK,-,2.7.1.71,ko:K00891,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",M00022,R02412,"RC00002,RC00078","ko00000,ko00001,ko00002,ko01000",-,-,-,SKI
lcl|NZ_CP084250.1_cds_WP_248320621.1_2390,1071679.BG57_13300,9.52e-275,762.0,"COG4796@1|root,COG4796@2|Bacteria,1QTT6@1224|Proteobacteria,2VHY4@28216|Betaproteobacteria,1K1T3@119060|Burkholderiaceae",28216|Betaproteobacteria,U,type IV pilus secretin PilQ,pilQ,-,-,ko:K02666,-,-,-,-,"ko00000,ko02035,ko02044",3.A.15.2,-,-,"AMIN,STN,Secretin,Secretin_N"
lcl|NZ_CP084250.1_cds_WP_248320622.1_2391,1071679.BG57_13295,2.61e-129,376.0,"COG3167@1|root,COG3167@2|Bacteria,1PSVX@1224|Proteobacteria,2WA96@28216|Betaproteobacteria,1K2DI@119060|Burkholderiaceae",28216|Betaproteobacteria,NU,carbon utilization,-,-,-,-,-,-,-,-,-,-,-,-,PilO
lcl|NZ_CP084250.1_cds_WP_248320623.1_2392,1071679.BG57_13290,1.81e-96,287.0,"COG3166@1|root,COG3166@2|Bacteria,1PY1Z@1224|Proteobacteria,2WDC4@28216|Betaproteobacteria,1K9Z8@119060|Burkholderiaceae",28216|Betaproteobacteria,NU,PFAM Fimbrial assembly family protein,-,-,-,ko:K02663,-,-,-,-,"ko00000,ko02035,ko02044",-,-,-,-
lcl|NZ_CP084250.1_cds_WP_248320624.1_2393,1071679.BG57_13285,7.79e-168,477.0,"COG4972@1|root,COG4972@2|Bacteria,1PV1E@1224|Proteobacteria,2W2NT@28216|Betaproteobacteria,1K4WR@119060|Burkholderiaceae",28216|Betaproteobacteria,NU,Pilus assembly protein,-,-,-,-,-,-,-,-,-,-,-,-,PilM_2
lcl|NZ_CP084250.1_cds_WP_248320625.1_2394,1071679.BG57_13280,0.0,1468.0,"COG5009@1|root,COG5009@2|Bacteria,1MU5A@1224|Proteobacteria,2VHXF@28216|Betaproteobacteria,1K23B@119060|Burkholderiaceae",28216|Betaproteobacteria,M,penicillin-binding protein 1A,mrcA,-,"2.4.1.129,3.4.16.4",ko:K05366,"ko00550,ko01100,ko01501,map00550,map01100,map01501",-,-,-,"ko00000,ko00001,ko01000,ko01003,ko01011",-,GT51,-,"PCB_OB,Transgly,Transpeptidase"
lcl|NZ_CP084250.1_cds_WP_248320626.1_2395,1458357.BG58_24165,1.08e-63,195.0,"COG1965@1|root,COG1965@2|Bacteria,1RH9A@1224|Proteobacteria,2VUDA@28216|Betaproteobacteria,1K8TG@119060|Burkholderiaceae",28216|Betaproteobacteria,P,Belongs to the frataxin family,cyaY,-,-,ko:K06202,-,-,-,-,ko00000,-,-,-,Frataxin_Cyay
lcl|NZ_CP084250.1_cds_WP_248320627.1_2396,1071679.BG57_13270,2.58e-47,154.0,"2ANCQ@1|root,31DB9@2|Bacteria,1QAGJ@1224|Proteobacteria,2WDDJ@28216|Betaproteobacteria,1KA2K@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LPAM_2
lcl|NZ_CP084250.1_cds_WP_248320628.1_2397,1071679.BG57_13265,4.88e-282,773.0,"COG0019@1|root,COG0019@2|Bacteria,1MUA6@1224|Proteobacteria,2VI3M@28216|Betaproteobacteria,1K0I1@119060|Burkholderiaceae",28216|Betaproteobacteria,E,Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine,lysA,-,4.1.1.20,ko:K01586,"ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230","M00016,M00525,M00526,M00527",R00451,RC00299,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Orn_Arg_deC_N,Orn_DAP_Arg_deC"
lcl|NZ_CP084250.1_cds_WP_248320629.1_2398,1458357.BG58_24180,2.04e-123,355.0,"COG2717@1|root,COG2717@2|Bacteria,1RDUP@1224|Proteobacteria,2VRBQ@28216|Betaproteobacteria,1K3TE@119060|Burkholderiaceae",28216|Betaproteobacteria,C,"Part of the MsrPQ system that repairs oxidized periplasmic proteins containing methionine sulfoxide residues (Met-O), using respiratory chain electrons. Thus protects these proteins from oxidative-stress damage caused by reactive species of oxygen and chlorine generated by the host defense mechanisms. MsrPQ is essential for the maintenance of envelope integrity under bleach stress, rescuing a wide series of structurally unrelated periplasmic proteins from methionine oxidation. MsrQ provides electrons for reduction to the reductase catalytic subunit MsrP, using the quinone pool of the respiratory chain",msrQ,-,-,ko:K17247,-,-,-,-,ko00000,-,-,-,Ferric_reduct
lcl|NZ_CP084250.1_cds_WP_248320630.1_2399,1458357.BG58_24185,1.01e-226,625.0,"COG2041@1|root,COG2041@2|Bacteria,1MUW0@1224|Proteobacteria,2VH08@28216|Betaproteobacteria,1K19W@119060|Burkholderiaceae",28216|Betaproteobacteria,C,"Part of the MsrPQ system that repairs oxidized periplasmic proteins containing methionine sulfoxide residues (Met-O), using respiratory chain electrons. Thus protects these proteins from oxidative-stress damage caused by reactive species of oxygen and chlorine generated by the host defense mechanisms. MsrPQ is essential for the maintenance of envelope integrity under bleach stress, rescuing a wide series of structurally unrelated periplasmic proteins from methionine oxidation. The catalytic subunit MsrP is non-stereospecific, being able to reduce both (R-) and (S-) diastereoisomers of methionine sulfoxide",msrP,-,-,ko:K07147,-,-,-,-,"ko00000,ko01000",-,-,-,Oxidored_molyb
lcl|NZ_CP084250.1_cds_WP_248320631.1_2400,1071679.BG57_13250,1.86e-285,780.0,"COG0755@1|root,COG0755@2|Bacteria,1RG6M@1224|Proteobacteria,2VI4N@28216|Betaproteobacteria,1K2Y8@119060|Burkholderiaceae",28216|Betaproteobacteria,O,Pfam Cytochrome C assembly protein,ccsB,-,-,-,-,-,-,-,-,-,-,-,Cytochrom_C_asm
lcl|NZ_CP084250.1_cds_WP_248320632.1_2401,1071679.BG57_13245,0.0,1312.0,"COG1333@1|root,COG1333@2|Bacteria,1N6XE@1224|Proteobacteria,2VJK9@28216|Betaproteobacteria,1K00X@119060|Burkholderiaceae",28216|Betaproteobacteria,O,cytochrome c biogenesis protein,resB,-,-,ko:K07399,-,-,-,-,ko00000,-,-,-,ResB
lcl|NZ_CP084250.1_cds_WP_248320633.1_2402,1458357.BG58_24200,5.86e-136,387.0,"COG2863@1|root,COG2863@2|Bacteria,1N2NB@1224|Proteobacteria,2VQNZ@28216|Betaproteobacteria,1K1BD@119060|Burkholderiaceae",28216|Betaproteobacteria,C,"PFAM cytochrome c, class I",cyc,-,-,-,-,-,-,-,-,-,-,-,"Cytochrom_C,Cytochrome_CBB3"
lcl|NZ_CP084250.1_cds_WP_248320634.1_2403,1071679.BG57_13235,4.83e-146,412.0,"COG0218@1|root,COG0218@2|Bacteria,1MY3Z@1224|Proteobacteria,2VIKF@28216|Betaproteobacteria,1K32Z@119060|Burkholderiaceae",28216|Betaproteobacteria,D,Necessary for normal cell division and for the maintenance of normal septation,engB,-,-,ko:K03978,-,-,-,-,"ko00000,ko03036",-,-,-,MMR_HSR1
lcl|NZ_CP084250.1_cds_WP_248320635.1_2404,1071679.BG57_13230,1.05e-227,628.0,"COG0113@1|root,COG0113@2|Bacteria,1MWMW@1224|Proteobacteria,2VHC6@28216|Betaproteobacteria,1K28M@119060|Burkholderiaceae",28216|Betaproteobacteria,H,Belongs to the ALAD family,hemB,"GO:0003674,GO:0003824,GO:0004655,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009987,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046148,GO:0046483,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",4.2.1.24,ko:K01698,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R00036,"RC00918,RC01781","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,ALAD
lcl|NZ_CP084250.1_cds_WP_248320636.1_2405,1458357.BG58_24215,0.0,981.0,"COG4232@1|root,COG4232@2|Bacteria,1MU8W@1224|Proteobacteria,2VI8I@28216|Betaproteobacteria,1K0BI@119060|Burkholderiaceae",28216|Betaproteobacteria,CO,Required to facilitate the formation of correct disulfide bonds in some periplasmic proteins and for the assembly of the periplasmic c-type cytochromes. Acts by transferring electrons from cytoplasmic thioredoxin to the periplasm. This transfer involves a cascade of disulfide bond formation and reduction steps,dsbD,-,1.8.1.8,ko:K04084,-,-,-,-,"ko00000,ko01000,ko03110",5.A.1.1,-,-,"DsbC,DsbD,Thioredoxin_2,Thioredoxin_7"
lcl|NZ_CP084250.1_cds_WP_248322352.1_2406,1071679.BG57_13220,1.41e-55,174.0,"COG1324@1|root,COG1324@2|Bacteria,1PU71@1224|Proteobacteria,2VXFT@28216|Betaproteobacteria,1K8QJ@119060|Burkholderiaceae",28216|Betaproteobacteria,P,PFAM CutA1 divalent ion tolerance protein,cutA,-,-,ko:K03926,-,-,-,-,ko00000,-,-,-,CutA1
lcl|NZ_CP084250.1_cds_WP_248320637.1_2407,1071679.BG57_13215,1.32e-83,247.0,"COG0203@1|root,COG0203@2|Bacteria,1RCWN@1224|Proteobacteria,2VR6I@28216|Betaproteobacteria,1K711@119060|Burkholderiaceae",28216|Betaproteobacteria,J,Ribosomal protein L17,rplQ,-,-,ko:K02879,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L17
lcl|NZ_CP084250.1_cds_WP_159837170.1_2408,1458357.BG58_24230,2.04e-226,624.0,"COG0202@1|root,COG0202@2|Bacteria,1MU75@1224|Proteobacteria,2VHG6@28216|Betaproteobacteria,1K3PH@119060|Burkholderiaceae",28216|Betaproteobacteria,K,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,rpoA,"GO:0003674,GO:0003824,GO:0003899,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006351,GO:0006354,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0032774,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901576",2.7.7.6,ko:K03040,"ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020",M00183,"R00435,R00441,R00442,R00443",RC02795,"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400",-,-,-,"RNA_pol_A_CTD,RNA_pol_A_bac,RNA_pol_L"
